date,c,w,y,cay
1947-12-31,9.159044050373405,10.92886247268026,8.865760391465606,0.10672126914168167
1948-12-31,9.168119912573427,10.930846468637895,8.911343149501358,0.07608747678128314
1949-12-31,9.184536263176696,10.974380805808945,8.902708470539554,0.09145831385245451
1950-12-31,9.220232192310517,10.998229527279902,8.982455191938293,0.05370641505177254
1951-12-31,9.215694957275112,11.016068384598881,9.004430299183783,0.026731396121289386
1952-03-31,9.213859058998564,11.021962378467473,9.01354774040891,0.015880198429460535
1952-06-30,9.229326143545949,11.035559697093559,9.016032908434441,0.02655034120774058
1952-09-30,9.22976240768463,11.034362311888916,9.030348937119966,0.014870333825203197
1952-12-31,9.259826131158448,11.031041010373853,9.060614894836236,0.01947279230566412
1953-03-31,9.267871957905431,11.03134092903938,9.071913159253024,0.01771350917809933
1953-06-30,9.270228659956361,11.02785563951456,9.082013074643271,0.012037434125145019
1953-09-30,9.263259244556435,11.028600696352271,9.074827273286013,0.011121567022777334
1953-12-31,9.25188638694755,11.034711916088812,9.063058817211894,0.008708508214801292
1954-03-31,9.251312258233483,11.041712829236445,9.050709196814203,0.017421931932198653
1954-06-30,9.260166110189942,11.054297860543558,9.049658244364748,0.024726836443186073
1954-09-30,9.268969964706827,11.07800185177568,9.05326373712953,0.025795294215622988
1954-12-31,9.28485164971727,11.085791202354383,9.072095577254295,0.02391161299634259
1955-03-31,9.302872073861193,11.092963472707229,9.078592312339913,0.03492810832873516
1955-06-30,9.31781692291868,11.11100635816084,9.100292813462632,0.02763225638779776
1955-09-30,9.325547359530802,11.12775334395431,9.116277238891767,0.018305890047445317
1955-12-31,9.333165052576268,11.133015972500601,9.126528753640937,0.0160531515146225
1956-03-31,9.330627908804066,11.151332511376749,9.132428353183075,0.004852759208615609
1956-06-30,9.32987984429287,11.146817434476473,9.139966908337707,-0.0015175627299051087
1956-09-30,9.327466364872148,11.14354052036288,9.138717369837641,-0.002213727405801613
1956-12-31,9.3361888180887,11.155195381546832,9.150867759094046,-0.006247032811018016
1957-03-31,9.338664530925229,11.149445131158897,9.147871642347914,-6.470529346547238e-5
1957-06-30,9.33636293565316,11.160410822487442,9.149257752949731,-0.005701648995595221
1957-09-30,9.339756546816362,11.146855766817142,9.147959556525887,0.0014567016467221805
1957-12-31,9.335620147025327,11.146591675723705,9.139242171668554,0.0048919928088642095
1958-03-31,9.317978832501462,11.149227583878304,9.11689160890671,0.00601736044504797
1958-06-30,9.322343868395448,11.158507337442458,9.119187703120927,0.006590995692898005
1958-09-30,9.334463148322227,11.182525866000008,9.142179583333018,-0.0058104047602407505
1958-12-31,9.343364476883735,11.194167051461969,9.153939651441746,-0.009325450978767691
1959-03-31,9.357197993457332,11.193696042749334,9.15633457387879,0.0025339577615897113
1959-06-30,9.368635894367788,11.19995521902713,9.169292120430207,0.0015725903140033637
1959-09-30,9.374769039844796,11.19629641314712,9.16047306233682,0.016027506053295504
1959-12-31,9.37145940712503,11.203209158669694,9.162460121007925,0.009654911728966376
1960-03-31,9.375134787256675,11.200107621081782,9.168111245612593,0.009060443397766349
1960-06-30,9.381697294987092,11.197789463047778,9.168384280880902,0.015839727928225855
1960-09-30,9.372678389340049,11.186737538905408,9.16419090871656,0.01259471588909733
1960-12-31,9.370067630241046,11.204279264072762,9.15885516181319,0.011164201670918139
1961-03-31,9.366326112771727,11.22293980422522,9.161975726992832,0.0010896839245866374
1961-06-30,9.37719280959289,11.229687972173714,9.174352367230233,-3.717247615409036e-5
1961-09-30,9.377895714216587,11.238646367159882,9.18316815712876,-0.008687263444859816
1961-12-31,9.393516575741751,11.25841422255997,9.19642262957448,-0.008357602204706716
1962-03-31,9.400495264395028,11.256312792873736,9.200609009165087,-0.004580320194059517
1962-06-30,9.409221952880678,11.206549068698225,9.20884577611867,0.006750610528858836
1962-09-30,9.41333309060459,11.217943314678319,9.209521974349387,0.008055196006014675
1962-12-31,9.423398691737425,11.257205680335083,9.213075357554393,0.007394636070252147
1963-03-31,9.427067844765828,11.265892951536538,9.217429339678448,0.005612729390416682
1963-06-30,9.43326253825327,11.274749273632617,9.223911972787297,0.004487070680506022
1963-09-30,9.442857613914365,11.283419520802623,9.230834053065092,0.00641900604663892
1963-12-31,9.447360043309109,11.273713187793286,9.241992964361678,0.003188939074952657
1964-03-31,9.463647354985161,11.285011960324951,9.26071999816054,0.0011165459908832887
1964-06-30,9.478039158928107,11.297497315391173,9.28428615684064,-0.007257410459848401
1964-09-30,9.492731674772859,11.308891522808352,9.29495782865457,-0.003994160759999588
1964-12-31,9.492030182235466,11.319066486390629,9.302194608842091,-0.012923870542232763
1965-03-31,9.51133567166238,11.329958287823679,9.31146034063857,-0.0037367669632821787
1965-06-30,9.519519045461845,11.321038914277644,9.318211317271333,0.0003631210573100674
1965-09-30,9.533239122624003,11.342946168944547,9.344902719449195,-0.013216974148750893
1965-12-31,9.557699777992783,11.365544646420048,9.363122974752674,-0.008883619337593629
1966-03-31,9.569868658965687,11.357878217476156,9.35918690589072,0.008176618600089114
1966-06-30,9.569856709204762,11.35858261159086,9.367665645177354,0.0007129374996814875
1966-09-30,9.578173214459763,11.337782675375315,9.381853339855477,0.0008486887072205462
1966-12-31,9.579229826316642,11.358008001638765,9.393740246574952,-0.01229541264209466
1967-03-31,9.582569623841131,11.388784269195531,9.405343161871615,-0.02497001701226864
1967-06-30,9.59367724846452,11.395155133643875,9.411827210447916,-0.020699008388580964
1967-09-30,9.595921706038885,11.411065811457108,9.418635155065306,-0.02743196813957205
1967-12-31,9.599193681285962,11.42091283045889,9.428830747909153,-0.034876679356692364
1968-03-31,9.620740922080778,11.415370298560585,9.44452460738375,-0.025786497316921952
